"us_cit","disability","gender","black","marriage_sit","education","birth_12m","native_eng","worker_type","earnings","hours","children","age","fullownership"
"no","not disabled","male","non-black","married",22,"no","no","private, profit",40000,40,0,44,"no"
"no","not disabled","male","non-black","married",18,"no","no","private, profit",100000,48,0,50,"no"
"yes","not disabled","female","non-black","Separated/divorced",21,"no","no","public",61000,38,0,57,"yes"
"yes","not disabled","male","non-black","widowned",18,"no","yes","private, profit",566000,50,0,61,"yes"
"yes","not disabled","male","non-black","married",16,"no","yes","private, profit",31200,40,0,49,"no"
"no","not disabled","female","non-black","never married",19,"no","no","private, profit",65000,50,0,52,"no"
"no","disabled","female","non-black","never married",16,"yes","no","private, profit",13900,25,3,34,"no"
"no","not disabled","male","non-black","married",14,"no","no","private, profit",28000,40,0,62,"yes"
"yes","not disabled","female","non-black","married",17,"no","yes","public",72000,35,0,40,"yes"
"yes","not disabled","male","non-black","married",23,"no","yes","private, profit",726000,50,0,59,"no"
"yes","not disabled","female","non-black","Separated/divorced",16,"no","yes","private, profit",83000,48,0,53,"no"
"yes","not disabled","male","non-black","never married",19,"no","yes","public",26000,60,NA,25,"no"
"yes","not disabled","female","non-black","married",16,"no","yes","private, profit",32000,32,0,51,"no"
"yes","not disabled","male","non-black","never married",19,"no","yes","private, profit",135000,40,0,38,"no"
"yes","not disabled","female","non-black","Separated/divorced",21,"no","yes","private, profit",50000,40,0,38,"no"
"yes","not disabled","female","non-black","married",22,"no","yes","private, non profit",75000,40,0,58,"no"
"no","not disabled","male","non-black","married",11,"no","no","private, profit",16300,25,1,48,"no"
"yes","not disabled","female","non-black","married",21,"no","yes","private, profit",121000,40,0,58,"yes"
"no","not disabled","female","black","married",18,"no","yes","private, non profit",95000,40,0,58,"no"
"yes","not disabled","male","non-black","married",19,"no","yes","private, profit",150000,46,3,49,"no"
"yes","not disabled","male","non-black","never married",23,"no","no","private, non profit",72000,40,NA,25,"no"
"yes","not disabled","female","non-black","married",16,"no","yes","private, profit",80000,50,0,65,"no"
"yes","not disabled","female","non-black","married",16,"no","yes","private, profit",115000,42,0,57,"no"
"no","not disabled","female","non-black","never married",21,"no","no","private, profit",93000,8,0,29,"no"
"yes","not disabled","female","non-black","married",21,"no","yes","public",132000,40,2,56,"no"
"yes","not disabled","male","non-black","married",21,"no","yes","private, profit",109000,60,1,46,"yes"
"yes","not disabled","female","non-black","never married",21,"no","yes","private, non profit",80000,36,0,30,"no"
"yes","not disabled","female","non-black","married",22,"no","yes","private, non profit",67000,40,1,35,"no"
"yes","not disabled","female","non-black","Separated/divorced",16,"no","yes","private, profit",36000,40,0,25,"no"
"yes","not disabled","female","non-black","married",21,"no","no","private, profit",58000,40,2,31,"no"
"yes","not disabled","female","non-black","married",16,"no","yes","self_employed",400,8,0,58,"yes"
"yes","not disabled","female","non-black","married",21,"no","yes","private, profit",6000,5,1,37,"no"
"yes","not disabled","female","non-black","married",20,"no","yes","public",60000,40,0,60,"yes"
"yes","not disabled","male","non-black","married",16,"no","yes","private, profit",68000,50,0,63,"no"
"yes","not disabled","male","non-black","married",16,"no","yes","private, profit",68000,45,0,33,"no"
"yes","not disabled","male","non-black","married",21,"no","yes","private, profit",611000,40,1,51,"no"
"yes","not disabled","male","non-black","widowned",20,"no","yes","private, profit",14300,16,0,64,"no"
"yes","not disabled","male","non-black","married",22,"no","yes","public",75000,40,2,43,"yes"
"no","not disabled","male","black","married",21,"no","yes","public",100000,70,0,35,"no"
"yes","not disabled","male","non-black","Separated/divorced",19,"no","yes","private, profit",40000,32,0,55,"no"
"no","not disabled","male","black","never married",16,"no","no","private, profit",9000,25,0,25,"no"
"yes","not disabled","female","non-black","married",16,"no","yes","private, profit",39500,40,0,45,"no"
"no","not disabled","male","non-black","married",22,"no","no","private, profit",120000,50,2,57,"no"
"yes","not disabled","female","non-black","married",21,"no","yes","private, non profit",24000,37,0,53,"no"
"yes","not disabled","male","non-black","Separated/divorced",21,"no","yes","private, profit",165000,60,0,36,"no"
"yes","not disabled","female","non-black","never married",19,"no","yes","private, profit",37000,40,0,30,"no"
"yes","not disabled","male","non-black","married",21,"no","yes","private, profit",120000,60,0,48,"no"
"no","not disabled","female","non-black","never married",22,"no","yes","private, profit",170000,45,0,47,"no"
"yes","not disabled","male","non-black","married",20,"no","yes","public",60000,40,1,36,"yes"
"yes","not disabled","female","non-black","married",18,"no","yes","private, profit",110000,45,0,60,"no"
"yes","not disabled","female","non-black","married",16,"no","yes","private, profit",25000,44,3,30,"no"
"yes","not disabled","male","non-black","never married",21,"no","yes","private, profit",30000,10,0,67,"yes"
"yes","not disabled","male","non-black","never married",17,"no","yes","self_employed",350,40,NA,35,"no"
"yes","not disabled","female","non-black","married",18,"no","yes","private, profit",65000,40,0,26,"no"
"yes","not disabled","female","non-black","never married",19,"no","yes","private, profit",120000,40,0,26,"yes"
"yes","not disabled","female","non-black","married",24,"no","yes","public",194000,50,0,49,"no"
"yes","not disabled","female","non-black","Separated/divorced",21,"no","yes","private, profit",45000,40,2,45,"no"
"yes","not disabled","female","non-black","married",19,"yes","yes","private, profit",20000,18,1,26,"no"
"yes","not disabled","male","black","married",16,"no","yes","private, profit",3400,12,1,41,"yes"
"yes","not disabled","female","black","never married",19,"no","yes","private, profit",23000,40,0,54,"no"
"yes","not disabled","female","non-black","Separated/divorced",16,"no","yes","private, non profit",32000,40,0,65,"no"
"yes","not disabled","male","non-black","married",22,"no","yes","self_employed",120000,40,0,53,"no"
"yes","not disabled","male","non-black","married",20,"no","yes","public",120000,40,1,39,"yes"
"yes","not disabled","male","non-black","married",22,"no","yes","private, profit",120000,40,0,60,"yes"
"yes","not disabled","male","non-black","married",23,"no","yes","self_employed",230000,38,0,62,"no"
"no","not disabled","female","non-black","never married",21,"no","yes","private, profit",60000,40,0,26,"no"
"yes","not disabled","female","non-black","married",17,"no","yes","self_employed",151000,40,0,51,"yes"
"yes","not disabled","female","non-black","married",18,"no","yes","public",58000,40,0,44,"no"
"yes","not disabled","male","non-black","Separated/divorced",16,"no","no","private, profit",20000,40,0,25,"no"
"yes","not disabled","male","non-black","married",24,"no","yes","private, profit",100000,60,2,48,"no"
"yes","not disabled","female","non-black","Separated/divorced",14,"no","yes","private, profit",31000,45,0,56,"no"
"no","not disabled","female","non-black","married",22,"no","no","public",90000,40,2,47,"no"
"yes","not disabled","male","non-black","never married",22,"no","no","private, profit",65000,40,1,41,"yes"
"yes","not disabled","male","non-black","married",16,"no","yes","private, profit",20000,40,0,46,"no"
"yes","not disabled","female","non-black","married",21,"no","yes","private, profit",60000,40,0,54,"no"
"yes","not disabled","male","non-black","married",22,"no","yes","private, non profit",125000,45,0,51,"no"
"yes","not disabled","male","non-black","married",19,"no","yes","private, profit",100000,42,2,50,"yes"
"yes","not disabled","male","non-black","married",20,"no","no","public",60000,45,5,29,"no"
"yes","not disabled","male","black","never married",16,"no","yes","private, profit",8200,30,0,65,"no"
"yes","not disabled","male","non-black","married",21,"no","yes","private, profit",130000,40,0,30,"no"
"no","not disabled","male","non-black","married",21,"no","yes","private, profit",60000,40,0,27,"no"
"yes","not disabled","male","non-black","Separated/divorced",21,"no","yes","private, profit",115000,45,2,43,"no"
"yes","not disabled","male","non-black","never married",21,"no","yes","private, profit",33000,43,0,37,"no"
"yes","not disabled","male","non-black","married",16,"no","yes","private, non profit",55000,40,0,59,"yes"
"yes","not disabled","male","non-black","married",23,"no","yes","public",95000,48,0,27,"no"
"yes","not disabled","female","non-black","never married",23,"no","yes","private, profit",19200,40,0,25,"no"
"yes","not disabled","female","black","married",16,"no","yes","private, profit",32000,40,0,60,"no"
"no","not disabled","male","non-black","never married",21,"no","no","private, profit",67000,40,0,33,"no"
"yes","not disabled","female","non-black","married",16,"no","yes","private, profit",88000,40,2,40,"no"
"yes","not disabled","female","non-black","married",16,"no","yes","private, profit",45000,40,0,58,"no"
"yes","not disabled","female","non-black","married",21,"no","yes","private, profit",30700,40,2,36,"no"
"yes","not disabled","female","non-black","Separated/divorced",22,"no","yes","public",34500,40,0,66,"no"
"yes","not disabled","male","non-black","Separated/divorced",17,"no","yes","private, profit",55000,60,0,52,"no"
"yes","not disabled","female","non-black","Separated/divorced",19,"no","yes","private, profit",43000,40,0,60,"no"
"yes","not disabled","male","non-black","married",24,"no","yes","private, profit",10000,5,1,35,"no"
"yes","not disabled","female","non-black","married",21,"no","yes","private, profit",120000,86,2,47,"no"
"no","not disabled","female","black","never married",20,"no","no","private, profit",48000,40,0,30,"no"
"yes","not disabled","female","non-black","married",22,"no","yes","public",70000,40,1,32,"no"
"no","not disabled","female","non-black","married",21,"no","no","private, profit",20000,24,0,59,"yes"
"yes","not disabled","male","black","never married",19,"no","yes","public",38000,40,0,37,"no"
"yes","not disabled","male","non-black","never married",15,"no","no","private, profit",50000,40,1,34,"no"
"no","not disabled","female","non-black","Separated/divorced",20,"no","no","private, profit",45000,40,1,52,"no"
"yes","not disabled","female","non-black","widowned",16,"no","yes","private, profit",26900,40,0,62,"yes"
"yes","not disabled","male","non-black","married",21,"no","yes","private, profit",250000,45,2,47,"no"
"yes","not disabled","male","non-black","married",22,"no","yes","private, non profit",56000,40,0,53,"no"
"yes","not disabled","male","non-black","married",16,"no","yes","private, profit",200000,84,2,54,"no"
"yes","not disabled","female","non-black","married",19,"yes","yes","private, profit",100000,40,1,42,"no"
"yes","not disabled","female","non-black","married",16,"no","yes","private, profit",550,32,0,38,"no"
"no","not disabled","male","non-black","married",21,"no","yes","private, non profit",40000,40,2,47,"yes"
"yes","not disabled","male","non-black","Separated/divorced",21,"no","yes","private, non profit",80000,40,0,44,"no"
